assetType,assetId,name,dateUpdated,contentSource,dateCreated,fileSize,gsisId,mCPID,dateTimeString,playId,originalFilename,assetOwner,dCLAssetType,aWSStatus,categories,contentType,dateUploadedToAWS,deliveredToMCP,gameID,timeCreated,season,arvatoAssetId,week,weekType,homeTeam,visitorTeam,closedCaptionAsset,cCFile,containsCC
video,5497332,58742_2830_NO  1-10  NO 25_Endzone,2023-02-14T15:10:41,NFL League Office,2021-12-27T19:48:20,14971411,58742,1295392,2021-12-27T22:25:21.000-05:00,2830,058742_002830_0004_000_08000.mp4,,All 22,,,Timeline,,true,c5987819-b37c-11eb-8116-e420dc2f1097,,2021,,16,Regular Season,Saints,Dolphins,,,false
video,5497328,58742_2830_NO  1-10  NO 25_Broadcast,2023-02-14T15:10:39,NFL League Office,2021-12-27T19:48:10,28327869,58742,1295048,2021-12-27T22:25:21.000-05:00,2830,058742_002830_0001_000_15000.mp4,,All 22,,,Timeline,,true,c5987819-b37c-11eb-8116-e420dc2f1097,,2021,,16,Regular Season,Saints,Dolphins,,,false
video,5497324,58742_2815_MIA  KO  MIA 35_Sideline,2023-02-14T15:10:37,NFL League Office,2021-12-27T19:47:59,12019033,58742,1295138,2021-12-27T22:24:32.000-05:00,2815,058742_002815_0003_000_08000.mp4,,All 22,,,Timeline,,true,c5987819-b37c-11eb-8116-e420dc2f1097,,2021,,16,Regular Season,Saints,Dolphins,,,false
video,5497326,58742_2815_MIA  KO  MIA 35_Endzone,2023-02-14T15:10:38,NFL League Office,2021-12-27T19:48:09,12009047,58742,1295306,2021-12-27T22:24:32.000-05:00,2815,058742_002815_0004_000_08000.mp4,,All 22,,,Timeline,,true,c5987819-b37c-11eb-8116-e420dc2f1097,,2021,,16,Regular Season,Saints,Dolphins,,,false
video,5497322,58742_2815_MIA  KO  MIA 35_Broadcast,2023-02-14T15:10:24,NFL League Office,2021-12-27T19:47:56,22802321,58742,1295216,2021-12-27T22:24:32.000-05:00,2815,058742_002815_0001_000_15000.mp4,,All 22,,,Timeline,,true,c5987819-b37c-11eb-8116-e420dc2f1097,,2021,,16,Regular Season,Saints,Dolphins,,,false
video,5497318,58742_2795_MIA  XP  NO 15_Sideline,2023-02-14T15:10:22,NFL League Office,2021-12-27T19:47:46,11010763,58742,1295389,2021-12-27T22:21:36.000-05:00,2795,058742_002795_0003_000_08000.mp4,,All 22,,,Timeline,,true,c5987819-b37c-11eb-8116-e420dc2f1097,,2021,,16,Regular Season,Saints,Dolphins,,,false
video,5497320,58742_2795_MIA  XP  NO 15_Endzone,2023-02-14T15:10:23,NFL League Office,2021-12-27T19:47:53,10897266,58742,1295390,2021-12-27T22:21:36.000-05:00,2795,058742_002795_0004_000_08000.mp4,,All 22,,,Timeline,,true,c5987819-b37c-11eb-8116-e420dc2f1097,,2021,,16,Regular Season,Saints,Dolphins,,,false
video,5497316,58742_2795_MIA  XP  NO 15_Broadcast,2023-02-14T15:10:21,NFL League Office,2021-12-27T19:47:21,20913549,58742,1295044,2021-12-27T22:21:36.000-05:00,2795,058742_002795_0001_000_15000.mp4,,All 22,,,Timeline,,true,c5987819-b37c-11eb-8116-e420dc2f1097,,2021,,16,Regular Season,Saints,Dolphins,,,false
video,5497312,58742_2770_MIA  2-Goal  NO 1_Sideline,2023-02-14T15:10:19,NFL League Office,2021-12-27T19:47:13,11076395,58742,1295136,2021-12-27T22:20:45.000-05:00,2770,058742_002770_0003_000_08000.mp4,,All 22,,,Timeline,,true,c5987819-b37c-11eb-8116-e420dc2f1097,,2021,,16,Regular Season,Saints,Dolphins,,,false
video,5497314,58742_2770_MIA  2-Goal  NO 1_Endzone,2023-02-14T15:10:21,NFL League Office,2021-12-27T19:47:18,11026321,58742,1295307,2021-12-27T22:20:45.000-05:00,2770,058742_002770_0004_000_08000.mp4,,All 22,,,Timeline,,true,c5987819-b37c-11eb-8116-e420dc2f1097,,2021,,16,Regular Season,Saints,Dolphins,,,false
video,5497310,58742_2770_MIA  2-Goal  NO 1_Broadcast,2023-02-14T15:10:19,NFL League Office,2021-12-27T19:46:39,20786124,58742,1295219,2021-12-27T22:20:45.000-05:00,2770,058742_002770_0001_000_15000.mp4,,All 22,,,Timeline,,true,c5987819-b37c-11eb-8116-e420dc2f1097,,2021,,16,Regular Season,Saints,Dolphins,,,false
